MapFile	StringId	English	Korean
OUT01.STR	48	Gate to the Plane of Earth	대지의 차원으로 가는 차원문.
OUT01.STR	50	Enter the Abandoned Temple	버려진 신전에 들어갑니다.
OUT01.STR	51	Enter the Regnan Pirate Outpost	레그나 해적 전초기지에 들어갑니다.
OUT01.STR	52	Enter the Uplifted Library	떠오른 도서관에 들어갑니다.
OUT01.STR	53	Enter the Plane of Earth	대지의 차원에 들어갑니다.
OUT01.STR	62	Your Wounds begin to Heal	상처가 아물기 시작합니다.
OUT02.STR	13	The Vault of Time	시간의 보물고
OUT02.STR	21	You receive an apple	사과를 얻었습니다.
OUT02.STR	23	You receive some berries	열매를 조금 얻었습니다.
OUT02.STR	44	Enter the Chapel of Eep	이프 예배당에 들어갑니다.
OUT02.STR	49	The Tomb of Lord Brinne	브린 경의 무덤
OUT02.STR	50	Enter Smuggler's Cove	밀수꾼의 만에 들어갑니다.
OUT02.STR	51	Enter the Dire Wolf Den	다이어 울프 소굴에 들어갑니다.
OUT02.STR	52	Enter the Merchant House of Alvar	알바르 상인회관에 들어갑니다.
OUT02.STR	54	Enter the Tomb of Lord Brinne	브린 경의 무덤에 들어갑니다.
OUT02.STR	70	You have killed all of the Dire Wolves	다이어 울프를 모두 처치했습니다.
OUT02.STR	71	The Invaders have been defeated!	침략자들을 물리쳤습니다!
OUT03.STR	21	You receive an apple	사과를 얻었습니다.
OUT03.STR	23	You receive some berries	열매를 조금 얻었습니다.
OUT03.STR	40	Pine tree	소나무
OUT03.STR	50	Enter the Wasp Nest	말벌 둥지에 들어갑니다.
OUT03.STR	51	Enter the Ogre Raiding Fort	오우거 요새에 들어갑니다.
OUT03.STR	52	Enter the Dark Dwarf Compound	다크 드워프 거주지에 들어갑니다.
OUT03.STR	62	You mind clears, and you recover some Mana	정신이 맑아지며 마나를 일부 회복합니다.
OUT03.STR	70	You have killed all of the Ogres	오우거를 모두 처치했습니다.
OUT04.STR	21	You receive an apple	사과를 얻었습니다.
OUT04.STR	23	You receive some berries	열매를 조금 얻었습니다.
OUT04.STR	49	Gate to the Plane of Fire	불의 차원으로 가는 차원문.
OUT04.STR	50	Enter the Troll Tomb	트롤 무덤에 들어갑니다.
OUT04.STR	51	Enter the Cyclops Larder	사이클롭스 식량창고에 들어갑니다.
OUT04.STR	52	Enter the Chain of Fire	불의 사슬에 들어갑니다.
OUT04.STR	54	Enter the Plane of Fire	불의 차원에 들어갑니다.
OUT05.STR	21	You receive an apple	사과를 얻었습니다.
OUT05.STR	23	You receive some berries	열매를 조금 얻었습니다.
OUT05.STR	46	Dragon Cave	드래곤 동굴
OUT05.STR	50	Enter the Dragon Hunter's Camp	드래곤 사냥꾼 야영지에 들어갑니다.
OUT05.STR	51	Enter the Dragon Cave	드래곤 동굴에 들어갑니다.
OUT05.STR	52	Enter the Naga Vault	나가 보물고에 들어갑니다.
OUT05.STR	53	Enter the Grand Temple of Eep	이프 대사원에 들어갑니다.
OUT05.STR	70	You have killed all of the Dragons	드래곤을 모두 처치했습니다.
OUT05.STR	71	You have killed all of the Dragon Hunters	드래곤 사냥꾼을 모두 처치했습니다.
OUT06.STR	21	You receive an apple	사과를 얻었습니다.
OUT06.STR	23	You receive some berries	열매를 조금 얻었습니다.
OUT06.STR	50	Enter the Necromancers' Guild	강령술사 길드에 들어갑니다.
OUT06.STR	51	Enter the Mad Necromancer's Lab	미친 강령술사의 연구소에 들어갑니다.
OUT06.STR	53	Enter the Vampire Crypt	뱀파이어 납골당에 들어갑니다.
OUT06.STR	61	You mind clears, and you recover some Mana	정신이 맑아지며 마나를 일부 회복합니다.
OUT07.STR	21	You receive an apple	사과를 얻었습니다.
OUT07.STR	23	You receive some berries	열매를 조금 얻었습니다.
OUT07.STR	45	The Temple of the Sun	태양의 신전
OUT07.STR	46	A Druid Circle	드루이드 서클
OUT07.STR	48	Gate to the Plane of Air	공기의 차원으로 가는 차원문.
OUT07.STR	50	Enter the Temple of the Sun	태양의 신전에 들어갑니다.
OUT07.STR	51	Enter the Druid Circle	드루이드 서클에 들어갑니다.
OUT07.STR	52	Enter the Ancient Troll Home	고대 트롤의 거처에 들어갑니다.
OUT07.STR	53	Enter the Plane of Air	공기의 차원에 들어갑니다.
OUT08.STR	21	You receive an apple	사과를 얻었습니다.
OUT08.STR	23	You receive some berries	열매를 조금 얻었습니다.
OUT08.STR	47	The Crypt of Korbu	코르부의 납골당
OUT08.STR	49	Gate to the Plane of Water	물의 차원으로 가는 차원문.
OUT08.STR	50	Enter the Balthazar Lair	발타자르 소굴에 들어갑니다.
OUT08.STR	51	Enter the Barbarian Fortress	야만인 요새에 들어갑니다.
OUT08.STR	52	Enter the Crypt of Korbu	코르부의 납골당에 들어갑니다.
OUT08.STR	53	Enter the Church of Eep	이프 교회에 들어갑니다.
OUT08.STR	54	Enter the Plane of Water	물의 차원에 들어갑니다.
out09.STR	4	Jump into the Well	우물 안으로 뛰어듭니다.
out09.STR	8	The Pirate Ship Revenge	해적선 리벤지
out09.STR	25	The Grand Temple of the Moon	달의 대사원
out09.STR	30	Enter the Grand Temple of the Moon	달의 대사원에 들어갑니다.
out10.STR	26	The Maze	미궁
out10.STR	30	Enter Thunderfist Mountain	썬더피스트 산에 들어갑니다.
out10.STR	31	Enter The Maze	미궁에 들어갑니다.
out10.STR	71	+2 Skill Points	스킬 포인트 +2
out10.STR	76	+10 Personality and Intellect(Permanent)	인격과 지력이 영구적으로 10 증가합니다.
out11.STR	30	Enter Stone City	스톤 시티에 들어갑니다.
out11.STR	31	Enter Dwarven Barrow	드워프 고분에 들어갑니다.
out11.STR	32	Enter Mansion	저택에 들어갑니다.
out11.STR	61	You received an apple	사과를 얻었습니다.
out11.STR	71	Paralysis Relieved	마비가 해제되었습니다.
out12.STR	30	Enter Colony Zod	조드 식민지에 들어갑니다.
out12.STR	65	You make a wish	소원을 빕니다.
Out13.STR	11	You hear a low rumbling noise	낮게 울리는 소리가 들립니다.
Out13.STR	13	Fire the cannon !	대포를 발사합니다!
Out13.STR	18	You do not see the right kind of ammunition anywhere	맞는 종류의 탄약이 보이지 않습니다.
Out13.STR	21	You receive an apple	사과를 얻었습니다.
Out13.STR	23	You receive some berries	열매를 조금 얻었습니다.
Out13.STR	44	Enter the Tower	탑에 들어갑니다.
Out13.STR	50	Enter the Pirate Stronghold	해적 거점에 들어갑니다.
Out13.STR	51	Enter the Abandoned Pirate Keep	버려진 해적 성채에 들어갑니다.
Out13.STR	52	Enter the Tunnel	터널에 들어갑니다.
Out13.STR	53	Enter the Small Sub Pen	소형 잠수함 격납고에 들어갑니다.
out14.STR	27	Hall under the Hill	언덕 아래의 회관
out14.STR	30	Enter the The Titan Stronghold	타이탄 요새에 들어갑니다.
out14.STR	31	Enter the Temple of Baa	바의 신전에 들어갑니다.
out14.STR	32	Enter the Hall under the Hill	언덕 아래의 회관에 들어갑니다.
out14.STR	42	East to the Tularean Forest	동쪽: 툴라리안 숲
out14.STR	61	You received an apple	사과를 얻었습니다.
OUTA1.STR	9	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            Itotecthothesaip	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: Itotecthothesaip
OUTA2.STR	6	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            nhrh_aherheatvdi	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: nhrh_aherheatvdi
OUTA3.STR	2	Rejuvination!	젊음을 되찾았습니다!
OUTA3.STR	6	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            _etecpe__ersoede	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: _etecpe__ersoede
OUTB1.STR	3	You feel Strange.	이상한 기분이 듭니다.
OUTB1.STR	4	"""+5000 Experience, -5000 Gold."""	경험치 +5,000, 금화 -5,000.
OUTB1.STR	5	+30 Level temporary.  Look Out!	레벨이 일시적으로 30 증가합니다. 조심하십시오!
OUTB1.STR	12	You are not a follower of Baa.  Begone!	당신은 바의 추종자가 아니다. 물러가라!
OUTB1.STR	16	+10 Cold resistance permanent	냉기 저항이 영구적으로 10 증가합니다.
OUTB1.STR	17	+3 Cold resistance permanent	냉기 저항이 영구적으로 3 증가합니다.
OUTB1.STR	19	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            t_haat_lt__en_lc	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: t_haat_lt__en_lc
OUTB1.STR	23	+10 Fire permanent	화염 저항이 영구적으로 10 증가합니다.
OUTB1.STR	24	+3 Fire permanent	화염 저항이 영구적으로 3 증가합니다.
OUTB2.STR	9	No one is here.  The Circus has moved.	아무도 없습니다. 서커스단은 떠났습니다.
OUTB2.STR	16	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            hd_scawehSfdewee	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: hd_scawehSfdewee
OUTB2.STR	20	+10 Magic permanent	마법 저항이 영구적으로 10 증가합니다.
OUTB2.STR	21	+3 Magic permanent	마법 저항이 영구적으로 3 증가합니다.
OUTB3.STR	7	+20 to all stats permanent.	모든 능력치가 영구적으로 20 증가합니다.
OUTB3.STR	14	"""The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            erbthieaeuu,_o'd"""	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: erbthieaeuu,_o'd
OUTB3.STR	16	Shrine of the Gods	신들의 성소
OUTC1.STR	16	"""The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            _ay,enis_nn_ans."""	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: _ay,enis_nn_ans.
OUTC2.STR	8	Hic�	딸꾹...
OUTC2.STR	15	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            lg____gtS_cln;__	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: lg____gtS_cln;__
OUTC2.STR	29	The stone cutter and carpenter begin rebuilding the temple.	석공과 목수가 신전 재건을 시작합니다.
OUTC2.STR	30	You hand the Sacred Chalice to the monks of the temple who ensconce it in the main altar.	성배를 신전의 수도사들에게 건네자, 그들이 중앙 제단에 안치합니다.
OUTC3.STR	4	+2 Endurance permenant.	체력이 영구적으로 2 증가합니다.
OUTC3.STR	6	No one is here.  The Circus has moved.	아무도 없습니다. 서커스단은 떠났습니다.
OUTC3.STR	7	Mire of the Damned	저주받은 자들의 수렁
OUTC3.STR	13	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            aoflo'h.hbtid_p_	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: aoflo'h.hbtid_p_
OUTD1.STR	3	The Sword won't budge!	검은 꼼짝도 하지 않습니다!
OUTD1.STR	8	WOW!	와!
OUTD1.STR	17	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            nnaifnt_ieif_tu_	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: nnaifnt_ieif_tu_
OUTD2.STR	8	Drink from Fountain of Magic	마법의 분수에서 마십니다.
OUTD2.STR	12	No one is here.  The Circus has moved.	아무도 없습니다. 서커스단은 떠났습니다.
OUTD2.STR	19	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            d_re_e_Hpfotyhz_	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: d_re_e_Hpfotyhz_
OUTD3.STR	2	Enter at Own Risk.	위험을 감수하고 출입하십시오.
OUTD3.STR	3	Keep Off!	접근 금지!
OUTD3.STR	7	All Hit points restored.	체력을 모두 회복했습니다.
OUTD3.STR	9	The prince has been kidnapped!  No visitors will be admitted until this crisis has been resolved!	왕자님이 납치되었습니다! 사태가 해결될 때까지 방문객의 출입을 금합니다!
OUTD3.STR	13	"""Well, thanks for sneaking me out of the Castle.  Sorry about the circus thing뾋 hope I wasn뭪 too much trouble to find.  I뭠l go in myself so no one will see that it was you who kidnapped me.  Thanks again, and goodbye.  I뭠l remember this, and I owe you a favor! """	"""성에서 몰래 빼내 줘서 고마워요. 서커스 일은 미안해요. 나를 찾느라 너무 고생하지 않았으면 좋겠군요. 당신이 나를 납치했다는 걸 아무도 눈치채지 못하도록 이제 혼자 들어갈게요. 다시 한번 고맙고, 안녕히 가세요. 이 일은 기억하겠습니다. 신세를 갚을게요!"""
OUTD3.STR	14	The Sword won't budge!	검은 꼼짝도 하지 않습니다!
OUTD3.STR	20	+10 Electricity resistance permanent	전기 저항이 영구적으로 10 증가합니다.
OUTD3.STR	21	+3 Electricity resistance permanent	전기 저항이 영구적으로 3 증가합니다.
OUTD3.STR	22	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            _t_staoi_on_oiz_	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: _t_staoi_on_oiz_
OUTE1.STR	1	The Sword won't budge!	검은 꼼짝도 하지 않습니다!
OUTE1.STR	11	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            oon_htfdorstusl_	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: oon_htfdorstusl_
OUTE2.STR	2	There doesn't seem to be anymore apples.	사과가 더는 남아 있지 않은 것 같습니다.
OUTE2.STR	19	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            f_oteh__fe_h__e_	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: f_oteh__fe_h__e_
OutE3.str	5	Abbey of the Sun	태양 수도원
OutE3.str	9	Your purse feels much lighter as you foolishly throw your money into the well.	어리석게도 우물에 돈을 던져 넣자 지갑이 훨씬 가벼워졌습니다.
OutE3.str	11	There doesn't seem to be anymore apples.	사과가 더는 남아 있지 않은 것 같습니다.
OutE3.str	19	The Sword won't budge!	검은 꼼짝도 하지 않습니다!
OutE3.str	21	It's your Lucky Day!  +100 gold.	행운의 날입니다! 금화 +100.
OutE3.str	27	The surface of the obelisk is blood warm to the touch.  A message swims into view as you remove your hand:                                                                                                                                                            _nrh__tf__cehr__	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: _nrh__tf__cehr__
PbP.STR	43	A giant's sword	거인의 검
PbP.STR	46	Prison of the Air Lord	공기의 군주의 감옥
PbP.STR	47	Prison of the Earth Lord	대지의 군주의 감옥
PbP.STR	48	Prison of the Fire Lord	불의 군주의 감옥
PbP.STR	49	Prison of the Water Lord	물의 군주의 감옥
PbP.STR	50	Enter Escaton's Palace	에스카톤의 궁전에 들어갑니다.
PbP.STR	51	Enter the Prison of the Air Lord	공기의 군주의 감옥에 들어갑니다.
PbP.STR	52	Enter the Prison of the Fire Lord	불의 군주의 감옥에 들어갑니다.
PbP.STR	53	Enter the Prison of the Water Lord	물의 군주의 감옥에 들어갑니다.
PbP.STR	54	Enter the Prison of the Earth Lord	대지의 군주의 감옥에 들어갑니다.
PYRAMID.STR	1	Warning!  Sensor array controls are strictly off limits to unauthorized personnel!  Use of the Sign of Sight is restricted to communications technicians only!  A mild electric shock will be transmitted to violators.	경고! 센서 배열 제어 장치는 허가받지 않은 인원의 사용을 엄격히 금합니다! 시야의 표식은 통신 기술자만 사용할 수 있습니다! 위반자에게 약한 전기 충격이 가해집니다.
PYRAMID.STR	2	Warning!  Cargo lift controls are strictly off limits to unauthorized personnel!  Use of the Sign of the Scarab is restricted to supply officers only!  A mild electric shock will be transmitted to violators.	경고! 화물 승강기 제어 장치는 허가받지 않은 인원의 사용을 엄격히 금합니다! 풍뎅이의 표식은 보급 장교만 사용할 수 있습니다! 위반자에게 약한 전기 충격이 가해집니다.
PYRAMID.STR	4	Radiation Damage!	방사선 피해!
PYRAMID.STR	6	The entrance to the central pyramid lies to the South.	중앙 피라미드 입구는 남쪽에 있습니다.
PYRAMID.STR	9	Flame Door	화염의 문
PYRAMID.STR	10	Radiation Damage!	방사선 피해!
PYRAMID.STR	12	Door won't budge.	문은 꼼짝도 하지 않습니다.
PYRAMID.STR	13	Radiation Damage!	방사선 피해!
PYRAMID.STR	14	Radiation Damage!	방사선 피해!
PYRAMID.STR	15	The waters part.	물이 갈라집니다.
PYRAMID.STR	16	Warning!  Power Fluctuations!  Alert Engineering immediately!	경고! 전력 변동 발생! 즉시 기술부에 알리십시오!
PYRAMID.STR	17	"""In case of energy leak, bathe in one of the medicated pools placed for your safety and convenience."""	에너지 누출이 발생하면 안전과 편의를 위해 마련된 치료용 연못에서 몸을 씻으십시오.
PYRAMID.STR	18	Crystal Skull absorbs radiation damage.	수정 해골이 방사선 피해를 흡수합니다.
PYRAMID.STR	20	Only the one bearing the key may speak the code.	열쇠를 지닌 자만 암호를 말할 수 있습니다.
PYRAMID.STR	22	Picture Door	그림 문
PYRAMID.STR	23	Back Door	뒷문
PYRAMID.STR	26	Cleansing Pool	정화의 연못
PYRAMID.STR	27	The Well of VARN must be keyed last.	VARN의 우물 암호는 마지막에 입력해야 합니다.
PYRAMID.STR	32	What is the first mate's code?	일등 항해사의 암호는 무엇입니까?
PYRAMID.STR	34	What is the navigator's code?	항법사의 암호는 무엇입니까?
PYRAMID.STR	36	What is the communication officer's code?	통신 장교의 암호는 무엇입니까?
PYRAMID.STR	38	What is the engineer's code?	기술 장교의 암호는 무엇입니까?
PYRAMID.STR	40	What is the doctor's code?	의무관의 암호는 무엇입니까?
PYRAMID.STR	42	What is the Captain's code?	선장의 암호는 무엇입니까?
PYRAMID.STR	44	Answer?  	정답은?
PYRAMID.STR	45	Incorrect.	틀렸습니다.
PYRAMID.STR	46	Access Denied.  All codes must be entered first.	접근 거부. 먼저 모든 암호를 입력해야 합니다.
PYRAMID.STR	47	Main Power failed.  Emergency power on.	주 전원 고장. 비상 전원을 가동합니다.
PYRAMID.STR	48	Main Power restored.	주 전원이 복구되었습니다.
PYRAMID.STR	53	"""With painstaking care, you are able to decipher the message of the hieroglyphs:                                                                                                                                                     Though the Crossing of the Void be a long and arduous journey, the land you find at the end will be sweet and unspoiled by ancestors or the Enemy.  Take heart that your children's children will live in a perfect world free of war, free of famine, and free of fear.  Remember your sacred duty to care for the Ship on her long Voyage and ensure her safe arrival in the Promised Land.  Tend well the Guardian and house it securely away from the ship lest both be lost in a single misfortune."""	"""고된 노력 끝에 상형문자의 내용을 해독했습니다. 공허를 건너는 길은 길고 험난하겠지만, 그 끝에서 만날 땅은 조상이나 적에게 더럽혀지지 않은 풍요로운 곳일 것이다. 너희의 후손이 전쟁과 기근과 공포가 없는 완전한 세상에서 살아갈 것임을 믿어라. 긴 항해 동안 함선을 돌보고 약속의 땅에 안전히 도착하게 하는 것이 너희의 신성한 의무임을 잊지 마라. 한 번의 재난으로 둘을 모두 잃지 않도록 수호자를 잘 보살피되 함선과 떨어진 안전한 곳에 두어라."""
PYRAMID.STR	54	"""With painstaking care, you are able to decipher the message of the hieroglyphs, intermixed with diagrams of devils:                                                                                          Remember our Enemy, children, and never underestimate the danger they pose.  Though you will never see one during your journey, you must be forever vigilant against invasion from the Void once the Voyage has ended.  Mighty beyond words, the Enemy is nonetheless vulnerable after a Crossing, for their numbers are small and their defenses weak.  Use the energy weapons carried on the Ship to defeat them, and never, ever engage the Enemy with lesser weapons, or you will surely perish."""	"""고된 노력 끝에 악마 그림과 섞인 상형문자의 내용을 해독했습니다. 아이들아, 우리의 적을 기억하고 그 위험을 절대 얕보지 마라. 항해 중에는 그들을 보지 못하겠지만, 항해가 끝난 뒤 공허에서 침공해 올 가능성에 항상 대비해야 한다. 적은 형언할 수 없이 강하지만, 횡단 직후에는 수가 적고 방어가 약해 취약하다. 함선에 실린 에너지 무기로 그들을 물리쳐라. 절대로 그보다 못한 무기로 맞서지 마라. 그러면 반드시 죽을 것이다."""
SCI-FI.STR	4	It's a short circuit!	합선입니다!
SCI-FI.STR	11	"""Hello and welcome to this self-guided tour of the Varn Planetary Control Facility.  We gladly welcome all visitors.  As you arrive at each key area, be sure to check any of our display screens for more information.  Enjoy your tour!"""	"""VARN 행성 제어 시설의 자유 관람에 오신 것을 환영합니다. 모든 방문객을 기쁜 마음으로 맞이합니다. 주요 구역에 도착할 때마다 안내 화면을 확인해 자세한 정보를 살펴보십시오. 즐거운 관람 되십시오!"""
SCI-FI.STR	12	"""This is the main equipment storage and repair facility.  By now, you may have noticed several floating Drone-bots.  They are responsible both for maintaining the key systems of this facility as well as sanitation.  If a unit becomes damaged, it is brought here to be repaired."""	"""이곳은 주요 장비 보관 및 수리 시설입니다. 지금쯤 공중에 떠다니는 드론봇 몇 대를 보셨을 것입니다. 드론봇은 이 시설의 핵심 시스템 유지와 위생 관리를 담당합니다. 장치가 손상되면 이곳으로 옮겨 수리합니다."""
SCI-FI.STR	13	"""The room to your left is the main meeting hall.  Visiting dignitaries from around the world have feasted at banquets held in their honor.  In fact, it is said that at his 21st birthday party King Sheridan nearly choked to death on a piece of mogred, but was saved by a serving girl who he later married and made his Queen.  Ahh, l뭓mour."""	"""왼쪽 방은 중앙 회의장입니다. 세계 각지에서 온 귀빈들을 위한 연회가 이곳에서 열렸습니다. 셰리던 왕은 스물한 번째 생일 연회에서 모그레드 조각이 목에 걸려 죽을 뻔했으나 한 시녀에게 구조되었고, 훗날 그녀와 결혼해 왕비로 삼았다고 합니다. 아, 사랑이란."""
SCI-FI.STR	14	"""Chief Engineer Wilson뭩 Personal Log.  I have locked myself in Storage Room #6 but currently have no means of escape.  The drone-bots have gone mad and have started killing everyone in sight.  I was able to access the main control terminal on Level Four despite warnings of a hazardous leak, and I sent a distress signal, but since we have not had contact with any of the colonies for several weeks, I do not believe that a rescue is possible.  I have also managed to seal this facility so that the drones can not escape.  It is my hope that the colonists will be able to mount some sort of defense by the time my encryption codes are broken.  Tell Emma I love her.  Wilson out."""	"""수석 기술자 윌슨의 개인 기록. 나는 6번 보관실에 몸을 가뒀지만 현재 탈출할 방법이 없다. 드론봇들이 미쳐 눈에 보이는 사람을 모조리 죽이고 있다. 위험 물질 누출 경고에도 4층 중앙 제어 단말기에 접근해 구조 신호를 보냈지만, 몇 주째 어느 식민지와도 연락이 닿지 않아 구조될 가능성은 없어 보인다. 드론들이 탈출하지 못하도록 시설도 봉쇄했다. 내 암호화 코드가 풀릴 때쯤에는 식민지 주민들이 방어 태세를 갖추었기를 바란다. 에마에게 사랑한다고 전해 줘. 윌슨, 통신 종료."""
SCI-FI.STR	15	"""We apologize for any inconvenience, but we ask that all personnel evacuate the facility at this time.  Please do not be alarmed.  Thank you."""	"""불편을 드려 죄송합니다. 모든 인원은 즉시 시설에서 대피해 주십시오. 당황하지 마십시오. 감사합니다."""
SCI-FI.STR	16	"""Before entering the Planetary Reaction Chamber, please request a pair of Safety Goggles from one of our Drones.  During peak hours of operation, this facility can generate enough power to produce a light bright enough to be seen from space.  Please avoid looking directly into the light."""	"""행성 반응실에 들어가기 전에 드론에게 보안경을 요청하십시오. 최대 출력으로 가동할 때 이 시설은 우주에서도 보일 만큼 밝은 빛을 낼 수 있습니다. 빛을 직접 바라보지 마십시오."""
SCI-FI.STR	17	"""Alert, environmental controls are offline on Level Four, Sections 18 through 96.  Access restricted to drones until further notice."""	"""경보. 4층 18구역부터 96구역까지 환경 제어 장치가 작동하지 않습니다. 별도 공지가 있을 때까지 드론만 출입할 수 있습니다."""
SCI-FI.STR	18	"""Warning, intruder alert, Level Four, Section.  All drones proceed to Level Four to intercept intruders.  Reactor is offline.  Encryption integrity at 2.064%.  Warning, intruder alert, Level Four�"""	"""경고, 침입자 경보. 4층 구역. 모든 드론은 4층으로 이동해 침입자를 저지하십시오. 반응로 정지. 암호화 무결성 2.064%. 경고, 침입자 경보, 4층..."""
SCI-FI.STR	19	"""Blaster weapons provide an effective, accurate ranged attack.  To operate the blaster, hold the grip comfortably in your hand, point the barrel at your target, and gently squeeze the trigger.  Should the weapon misfire, do not look into the barrel- give the weapon to an instructor and let them fix the problem.  Never point a blaster at something you do not want to vaporize."""	"""블래스터는 효과적이고 정확한 원거리 공격 수단입니다. 사용하려면 손잡이를 편안하게 잡고 총구를 목표물에 겨눈 뒤 방아쇠를 부드럽게 당기십시오. 불발되더라도 총구 안을 들여다보지 말고 교관에게 맡겨 수리하십시오. 증발시키고 싶지 않은 대상에게는 절대로 블래스터를 겨누지 마십시오."""
SEWER.STR	6	Someone's hiding under the bed!	누군가 침대 밑에 숨어 있습니다!
SEWER.STR	9	Something's stashed here!	무언가가 숨겨져 있습니다!
t01.STR	2	Leave the Temple of Light	빛의 신전에서 나갑니다.
t02.STR	2	Leave to Temple of Dark	어둠의 신전에서 나갑니다.
t03.STR	15	You have Desecrated the altar	제단을 모독했습니다.
t04.STR	2	Leave the Hall of the Pit	구덩이의 회관에서 나갑니다.
t04.STR	30	Enter the Pit	구덩이에 들어갑니다.
ZDDB02.STR	2	You find jerked beef in the sack (+10 food).	자루에서 육포를 찾았습니다. (식량 +10)
ZDDB02.STR	3	Mead filled barrel.	벌꿀주가 든 통.
ZDDB02.STR	4	You drink the mead and are feeling good.	벌꿀주를 마시자 기분이 좋아집니다.
ZDDB02.STR	5	Stew filled bowl.	스튜가 담긴 그릇.
ZDDB02.STR	6	The stew tasts good - you feel better (+5 hits).	스튜가 맛있습니다. 기분이 나아집니다. (체력 +5)
ZDDB02.STR	7	Crates filled with wood chips.	나무 조각이 든 상자.
ZDDB02.STR	10	There is of nothing of value in the crates.	상자 안에는 가치 있는 것이 없습니다.
ZDDB03.STR	2	You find jerked beef in the sack (+10 food).	자루에서 육포를 찾았습니다. (식량 +10)
ZDDB03.STR	3	Mead filled barrel.	벌꿀주가 든 통.
ZDDB03.STR	4	You drink the mead and are feeling good.	벌꿀주를 마시자 기분이 좋아집니다.
ZDDB03.STR	5	Stew filled bowl.	스튜가 담긴 그릇.
ZDDB03.STR	6	The stew tastes good - you feel better (+5 hits).	스튜가 맛있습니다. 기분이 나아집니다. (체력 +5)
ZDDB03.STR	7	Crates filled with wood chips.	나무 조각이 든 상자.
ZDDB03.STR	10	There is of nothing of value in the crates.	상자 안에는 가치 있는 것이 없습니다.
ZDDB04.STR	2	You find a small wooden dowl.	작은 나무못을 찾았습니다.
ZDDB04.STR	4	There seems to be a small hole in the crate.	상자에 작은 구멍이 있는 것 같습니다.
ZDDB04.STR	5	You fit the dowl into the hole and a small key pops out.	나무못을 구멍에 끼우자 작은 열쇠가 튀어나옵니다.
ZDDB04.STR	6	The crate is padlocked - you need a key.	상자에 자물쇠가 채워져 있습니다. 열쇠가 필요합니다.
ZDDB04.STR	7	You fit the key into the padlock and it pops open.	열쇠를 자물쇠에 끼우자 철컥 열립니다.
ZDDB05.STR	1	Crumbling boulder.	부서져 가는 바위.
ZDDB05.STR	2	The vent brings in fresh air.	환기구에서 신선한 공기가 들어옵니다.
ZDDB05.STR	3	Poisonous spores force you back.	독성 포자 때문에 뒤로 물러납니다.
ZDDB05.STR	4	Vent.	환기구.
ZDDB05.STR	5	The air smells stale and makes you cough.	공기가 탁해 기침이 납니다.
